contentid,contenttypeid,title,addr1,addr2,zipcode,tel,mapx,mapy,mlevel,firstimage,firstimage2,cpyrhtDivCd,createdtime,modifiedtime,areacode,sigungucode,lDongRegnCd,lDongSignguCd,cat1,cat2,cat3,lclsSystm1,lclsSystm2,lclsSystm3
3057021,12,개똥이네농장,제주특별자치도 제주시 조천읍 종인내길 133,,63344,,126.62278314549967,33.49488846768377,6,https://tong.visitkorea.or.kr/cms/resource/62/3056962_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/3056962_image3_1.jpg,Type3,20231204122707,20260331134801,,,50,110,,,,EX,EX03,EX030300
3057180,12,차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1160,,63008,,126.16489810263236,33.30892422479478,6,https://tong.visitkorea.or.kr/cms/resource/19/3556219_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/19/3556219_image3_1.jpg,Type1,20231204141551,20260331133657,,,50,110,,,,EX,EX07,EX070100
3057219,12,두산봉,제주특별자치도 서귀포시 성산읍 시흥리,산1-5,63638,,126.885832,33.480384,6,https://tong.visitkorea.or.kr/cms/resource/16/3057216_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/16/3057216_image3_1.jpg,Type3,20231204142657,20260401100618,,,50,130,,,,NA,NA01,NA010100
3057244,12,조천만세동산,제주특별자치도 제주시 조천읍 조천리,1142-1,63335,,126.642205,33.540496,6,https://tong.visitkorea.or.kr/cms/resource/35/3057235_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/35/3057235_image3_1.jpg,Type3,20231204143325,20260401094430,,,50,110,,,,HS,HS01,HS011000
3057286,12,함덕잠수함,제주특별자치도 제주시 조천읍 조함해안로 378,,63333,,126.65681931018375,33.54780234884782,6,https://tong.visitkorea.or.kr/cms/resource/77/3057277_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/77/3057277_image3_1.jpg,Type3,20231204144558,20260428095646,,,50,110,,,,EX,EX07,EX070100
3057363,12,탐나는농장,제주특별자치도 제주시 애월읍 오당빌레길 88,,63036,,126.3585287584191,33.4480342148416,6,https://tong.visitkorea.or.kr/cms/resource/55/3057355_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/3057355_image3_1.jpg,Type3,20231204145755,20260401105422,,,50,110,,,,EX,EX03,EX030300
3057412,12,보메와산감귤체험농장,제주특별자치도 제주시 조천읍 미래로 53,,63342,,126.68018591188707,33.48449858436093,6,https://tong.visitkorea.or.kr/cms/resource/86/3057386_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/3057386_image3_1.jpg,Type3,20231204150534,20260401120536,,,50,110,,,,EX,EX03,EX030300
3057498,39,자드부팡,제주특별자치도 제주시 조천읍 북흘로 385-216,,63340,,126.7108781046064,33.512477923076446,6,https://tong.visitkorea.or.kr/cms/resource/59/3057459_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/59/3057459_image3_1.jpg,Type3,20231204152338,20260401103228,,,50,110,,,,FD,FD05,FD050100
3059362,39,혼저,제주특별자치도 제주시 한림읍 한림로 158,,63010,,126.2248544545,33.3857660241,6,http://tong.visitkorea.or.kr/cms/resource/59/3059359_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3059359_image3_1.jpg,Type3,20231205143119,20250905171455,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
3061575,12,흑돼지거리,제주특별자치도 제주시 일도일동,,63277,,126.526861,33.515417,6,https://tong.visitkorea.or.kr/cms/resource/69/3061569_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/69/3061569_image3_1.jpg,Type3,20231207094720,20260406094239,,,50,110,,,,VE,VE04,VE040100
3061637,12,렛츠런팜,제주특별자치도 제주시 조천읍 남조로 1649-24,,63345,,126.67552416119422,33.41304730702276,6,https://tong.visitkorea.or.kr/cms/resource/32/3061632_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/3061632_image3_1.jpg,Type3,20231207095514,20260406093555,,,50,110,,,,EX,EX03,EX030200
3061676,14,너븐숭이 4.3기념관,제주특별자치도 제주시 조천읍 북촌3길 3,,63339,,126.68865605865707,33.546012249070245,6,https://tong.visitkorea.or.kr/cms/resource/46/3061646_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/3061646_image3_1.jpg,Type3,20231207100618,20260420092114,,,50,110,,,,VE,VE07,VE070200
3061701,12,용두암해안도로,제주특별자치도 제주시 서해안로 687-8 (용담이동),,63152,,126.51209310788026,33.515548807796954,6,https://tong.visitkorea.or.kr/cms/resource/94/3061694_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/3061694_image3_1.jpg,Type3,20231207101315,20260406094239,,,50,110,,,,NA,NA05,NA050100
3061738,12,산지항로표지관리소,제주특별자치도 제주시 사라봉동길 108-1 (건입동),,63284,,126.5455560998841,33.52120444391013,6,https://tong.visitkorea.or.kr/cms/resource/19/3061719_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/19/3061719_image3_1.jpg,Type3,20231207102239,20260406094239,,,50,110,,,,VE,VE01,VE010800
3061788,28,삼다수승마목장,제주특별자치도 제주시 조천읍 비자림로 485-15,,63345,,126.66151165000895,33.42929212362723,6,https://tong.visitkorea.or.kr/cms/resource/80/3061780_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/3061780_image3_1.jpg,Type3,20231207104420,20260406094450,,,50,110,,,,LS,LS01,LS010700
3062141,39,카페광령올레17,제주특별자치도 제주시 애월읍 광성로 295,,63062,,126.43881107885791,33.46102534870949,6,https://tong.visitkorea.or.kr/cms/resource/34/3062134_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/34/3062134_image3_1.jpg,Type3,20231207142055,20260406094239,,,50,110,,,,FD,FD05,FD050100
3063420,14,디앤디파트먼트,제주특별자치도 제주시 탑동로2길 3 (삼도이동),,63165,,126.52331515099465,33.51770459484915,6,https://tong.visitkorea.or.kr/cms/resource/61/3552761_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/61/3552761_image3_1.jpg,Type1,20231201144844,20260331094113,,,50,110,,,,VE,VE12,VE120300
3065203,39,애월본카페,제주특별자치도 제주시 애월읍 애월해안로 179,,63045,,126.3320764177,33.4677831838,6,https://tong.visitkorea.or.kr/cms/resource/78/3065178_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/78/3065178_image3_1.jpg,Type3,20231211111528,20260623103051,,,50,110,,,,FD,FD05,FD050100
3066880,39,이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1,,63364,,126.8987666020,33.4958816395,6,https://tong.visitkorea.or.kr/cms/resource/31/3066831_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/31/3066831_image3_1.jpg,Type3,20231212153636,20260727090716,,,50,110,,,,FD,FD02,FD020300
3066924,14,제주웰컴센터,제주특별자치도 제주시 선덕로 23 (연동),,63122,,126.4991894640,33.4857565119,6,http://tong.visitkorea.or.kr/cms/resource/08/3066908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3066908_image3_1.jpg,Type3,20231212160306,20250723182945,39,4,50,110,A02,A0206,A02060300,VE,VE07,VE070300
3066943,28,귀덕바다투명카약,제주특별자치도 제주시 한림읍 귀덕9길 4,,63024,,126.2911820698,33.4433002202,6,https://tong.visitkorea.or.kr/cms/resource/29/3066929_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/29/3066929_image3_1.jpg,Type3,20231212160806,20260803094552,,,50,110,,,,LS,LS02,LS020200
3066990,28,중문오프로드체험장,제주특별자치도 서귀포시 상예로 349 (상예동),,63548,,126.3969317768,33.2758000517,6,https://tong.visitkorea.or.kr/cms/resource/63/3066963_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/3066963_image3_1.jpg,Type3,20231212161618,20260803093751,,,50,130,,,,LS,LS01,LS011500
3067040,28,제주홀스타승마장,제주특별자치도 제주시 산록북로 8 (연동),,63080,,126.4938240985,33.4223830885,6,https://tong.visitkorea.or.kr/cms/resource/27/3067027_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/27/3067027_image3_1.jpg,Type3,20231212162736,20260803094224,,,50,110,,,,LS,LS01,LS010700
3067072,28,뱅듸승마클럽,제주특별자치도 제주시 조천읍 번영로 1118-33,,63345,,126.6534918471,33.4666510080,6,https://tong.visitkorea.or.kr/cms/resource/63/3067063_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/3067063_image3_1.jpg,Type3,20231212163520,20260730161822,,,50,110,,,,LS,LS01,LS010700
3069080,12,유채꽃재배단지,제주특별자치도 서귀포시 성산읍 고성리,270-1,63640,,126.924974,33.454952,6,https://tong.visitkorea.or.kr/cms/resource/09/4064209_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4064209_image3_1.jpg,Type1,20231214160225,20260514082738,,,50,130,,,,EX,EX07,EX070200
3071677,39,서귀포 제주에인 감귤밭 카페,제주특별자치도 서귀포시 호근서호로 20-14 (호근동),,63569,,126.5390093115,33.2565638566,6,https://tong.visitkorea.or.kr/cms/resource/46/3071646_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/3071646_image3_1.jpg,Type3,20230918150707,20260804085356,,,50,130,,,,FD,FD05,FD050100
3071718,12,엉또돌다카페앤농원,제주특별자치도 서귀포시 월산로 30 (강정동),,63556,,126.4943532290,33.2633393524,6,http://tong.visitkorea.or.kr/cms/resource/87/3071687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3071687_image3_1.jpg,Type3,20230918152554,20250807162813,39,3,50,130,A02,A0203,A02030100,EX,EX03,EX030300
3071744,12,속골유원지,제주특별자치도 서귀포시 호근동,1645,63569,,126.5262315324,33.2405340402,6,http://tong.visitkorea.or.kr/cms/resource/19/3071719_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3071719_image3_1.jpg,Type3,20230918154644,20250411094933,39,3,50,130,A02,A0202,A02020700,VE,VE03,VE030500
3071776,12,트로이테마농원,제주특별자치도 서귀포시 안덕면 녹차분재로 56,,63521,,126.3020508283,33.2906707905,6,https://tong.visitkorea.or.kr/cms/resource/71/3071771_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/3071771_image3_1.jpg,Type3,20230920141957,20260608155633,,,50,130,,,,EX,EX03,EX030300
3071796,12,제주향농원,제주특별자치도 서귀포시 천제연로 315-29 (회수동),,63540,,126.4389,33.254,6,https://tong.visitkorea.or.kr/cms/resource/88/3071788_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/88/3071788_image3_1.jpg,Type3,20230920145234,20260430094111,,,50,130,,,,EX,EX03,EX030300
3071816,12,오저여,제주특별자치도 제주시 구좌읍 행원리,,63349,,126.814276,33.561454,6,https://tong.visitkorea.or.kr/cms/resource/00/3071800_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/00/3071800_image3_1.jpg,Type3,20231113114053,20260410145351,,,50,110,,,,NA,NA05,NA050100
3071841,28,에코승마아카데미,제주특별자치도 제주시 조천읍 비자림로 1065,,63346,,126.71885605224321,33.43447842869007,6,https://tong.visitkorea.or.kr/cms/resource/25/3071825_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/25/3071825_image3_1.jpg,Type3,20231113122725,20260410173559,,,50,110,,,,LS,LS01,LS010700
3071875,12,제주송정농원,제주특별자치도 제주시 영평동,2470-5,63308,,126.564215,33.48018,6,https://tong.visitkorea.or.kr/cms/resource/42/3071842_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/3071842_image3_1.jpg,Type3,20231114095208,20260409173644,,,50,110,,,,EX,EX03,EX030300
3073199,28,유리바닥보트,제주특별자치도 서귀포시 안덕면 화순해안로106번길 8,,63530,,126.3364143813,33.2382738043,6,https://tong.visitkorea.or.kr/cms/resource/67/3073167_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/3073167_image3_1.jpg,Type3,20231221141522,20260807081810,,,50,130,,,,LS,LS02,LS021400
3075388,12,생약누리,제주특별자치도 서귀포시 돈내코로 260 (상효동),,63577,,126.571653,33.305574,6,https://tong.visitkorea.or.kr/cms/resource/73/3075373_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3075373_image3_1.jpg,Type3,20231103175751,20260416111349,,,50,130,,,,EX,EX07,EX070200
3075941,39,온오프,제주특별자치도 제주시 우도면 우도해안길 876,,63365,,126.96134190527647,33.5129139781341,6,https://tong.visitkorea.or.kr/cms/resource/49/4055749_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/49/4055749_image3_1.jpg,Type3,20231211112618,20260406173502,,,50,110,,,,FD,FD01,FD010100
3076367,32,아름다운리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,,63638,,126.90999159317485,33.475196126060176,6,,,,20231103114609,20260224145132,,,50,130,,,,AC,AC02,AC020100
3076375,32,골드원호텔앤스위트,제주특별자치도 서귀포시 이어도로 1032 (서호동),,63571,,126.5223874248,33.2442095839,6,https://tong.visitkorea.or.kr/cms/resource/32/4075932_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/4075932_image3_1.jpg,Type3,20231103115812,20260616150653,,,50,130,,,,AC,AC01,AC010100
3076381,32,유어스호텔,제주특별자치도 서귀포시 천제연로178번길 21 (중문동),,63546,,126.4238174278,33.2498275995,6,https://tong.visitkorea.or.kr/cms/resource/95/4072795_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/4072795_image3_1.jpg,Type3,20231103120224,20260610142449,,,50,130,,,,AC,AC01,AC010100
3076392,32,오션스퀘어리조트,제주특별자치도 서귀포시 성산읍 환해장성로 667,,63633,,126.9092223004,33.4131469205,6,https://tong.visitkorea.or.kr/cms/resource/50/4075050_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/4075050_image3_1.jpg,Type1,20231103121733,20260616104456,,,50,130,,,,AC,AC02,AC020100
3076441,32,제주헬스케어타운리조트,제주특별자치도 서귀포시 솔오름로20번길 12 (동홍동),,63579,,126.55652953793282,33.28496019440604,6,,,,20231103122327,20260211081009,,,50,130,,,,AC,AC02,AC020100
3076447,32,블룸호텔,제주특별자치도 서귀포시 중문관광로72번길 53 (색달동),,63535,,126.40808830694736,33.24986774521085,6,,,,20231103122753,20260304100426,,,50,130,,,,AC,AC01,AC010100
3076459,32,비케이호텔 제주(BK호텔 제주),제주특별자치도 서귀포시 칠십리로91번길 12 (서귀동),,63596,,126.56427492237869,33.241037583296624,6,https://tong.visitkorea.or.kr/cms/resource/29/3525329_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/29/3525329_image3_1.jpg,Type3,20231103133443,20260312142910,,,50,130,,,,AC,AC01,AC010100
3076467,32,담모라 호텔앤리조트,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,,63528,,126.306031842984,33.2497188899302,6,https://tong.visitkorea.or.kr/cms/resource/94/3526494_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/3526494_image3_1.jpg,Type3,20231103134100,20260312090840,,,50,130,,,,AC,AC01,AC010100
3076478,32,키코앤일레인호텔,제주특별자치도 서귀포시 일주서로 660 (회수동),,63540,,126.43904279986344,33.254594278335055,6,,,,20231103135344,20260213135716,,,50,130,,,,AC,AC04,AC040100
3076484,32,이스턴호텔제주,제주특별자치도 서귀포시 서호중로 65 (서호동),,63568,,126.5200722338,33.2543640883,6,,,,20231103140030,20260610083438,,,50,130,,,,AC,AC01,AC010100
3076491,32,제주티라호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41,,63641,,126.9184414759,33.4426841764,6,https://tong.visitkorea.or.kr/cms/resource/08/4077708_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/08/4077708_image3_1.jpg,Type3,20231103141001,20260622110336,,,50,130,,,,AC,AC01,AC010100
3079902,32,샐리스제주호텔,제주특별자치도 제주시 애월읍 고내로 46,,63046,,126.3417157599,33.4646615533,6,https://tong.visitkorea.or.kr/cms/resource/42/4075442_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/4075442_image3_1.jpg,Type1,20240110135249,20260615181707,,,50,110,,,,AC,AC01,AC010100
3079917,32,팜파스호텔 제주,제주특별자치도 제주시 서해안로 368-3 (용담삼동),,63115,,126.4849928083,33.5115579258,6,https://tong.visitkorea.or.kr/cms/resource/42/4096342_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/4096342_image3_1.jpg,Type3,20240110135750,20260806092156,,,50,110,,,,AC,AC01,AC010100
3079932,32,제주노블레스관광호텔,제주특별자치도 제주시 월성로4길 19 (용담이동),,63164,,126.50332740933527,33.501634317340255,6,,,,20240110140143,20260211104547,,,50,110,,,,AC,AC01,AC010100
3079939,32,라마다제주함덕호텔,제주특별자치도 제주시 조천읍 신북로 470,,63333,,126.65987322520544,33.54314999627822,6,,,,20240110140554,20260211104713,,,50,110,,,,AC,AC01,AC010100
3079952,32,제주서우봉비치호텔,제주특별자치도 제주시 조천읍 함덕6길 10,,63333,,126.6602866568,33.5428304494,6,https://tong.visitkorea.or.kr/cms/resource/94/4073794_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4073794_image3_1.jpg,Type1,20240110141037,20260611141305,,,50,110,,,,AC,AC01,AC010100
3079965,32,탑스텐 빌라드 애월 제주,제주특별자치도 제주시 애월읍 애월해안로 516-7,,63047,,126.3593540000,33.4770810000,6,https://tong.visitkorea.or.kr/cms/resource/06/4077606_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/06/4077606_image3_1.jpg,Type3,20240110141519,20260622103130,,,50,110,,,,AC,AC01,AC010100
3079973,32,일성리조트 제주비치,제주특별자치도 제주시 한림읍 한림로 127,,63010,,126.2211180134,33.3856640884,6,https://tong.visitkorea.or.kr/cms/resource/98/4074098_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/98/4074098_image3_1.jpg,Type1,20240110141918,20260612093803,,,50,110,,,,AC,AC02,AC020100
3079994,32,MJ리조트,제주특별자치도 제주시 구좌읍 해맞이해안로 1651,,63363,,126.8800922865,33.5292043387,6,https://tong.visitkorea.or.kr/cms/resource/87/4074387_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4074387_image3_1.jpg,Type1,20240110142311,20260612135848,,,50,110,,,,AC,AC02,AC020100
3080046,32,수앤수리조트&호텔,제주특별자치도 제주시 애월읍 부룡수길 60,,63047,,126.3587681636,33.4746062077,6,https://tong.visitkorea.or.kr/cms/resource/96/4075496_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/96/4075496_image3_1.jpg,Type1,20240110143520,20260616094615,,,50,110,,,,AC,AC02,AC020100
3080144,12,김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동),,63330,,126.62792591776503,33.47770045117845,6,https://tong.visitkorea.or.kr/cms/resource/81/3556281_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/3556281_image3_1.jpg,Type1,20231204103857,20260331134624,,,50,110,,,,NA,NA05,NA050100
3080165,39,봄날,제주특별자치도 제주시 애월읍 애월로1길 25,,63043,,126.3096740754,33.4624526957,6,,,,20231211111206,20260728150349,,,50,110,,,,FD,FD05,FD050100
3080382,32,아이미제주비치호텔 함덕,제주특별자치도 제주시 조천읍 조함해안로 474,,63333,,126.6634133350,33.5432848478,6,https://tong.visitkorea.or.kr/cms/resource/57/4086557_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/57/4086557_image3_1.jpg,Type3,20240111145942,20260714082047,,,50,110,,,,AC,AC01,AC010100
3080405,12,캔디원,제주특별자치도 제주시 조천읍 선교로 384,,63341,,126.70775177421912,33.47129448253796,6,https://tong.visitkorea.or.kr/cms/resource/37/3553437_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/37/3553437_image3_1.jpg,Type1,20231113151230,20260410151725,,,50,110,,,,EX,EX07,EX070200
3080468,39,마노르블랑,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,63527,,126.29498660505223,33.25482361959292,6,https://tong.visitkorea.or.kr/cms/resource/32/3505432_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/3505432_image3_1.jpg,Type3,20231103141427,20260311100340,,,50,130,,,,FD,FD05,FD050100
3081317,12,일출봉유채밭,제주특별자치도 서귀포시 성산읍 성산리,397,63643,,126.928174,33.460248,6,https://tong.visitkorea.or.kr/cms/resource/41/4064241_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/41/4064241_image3_1.jpg,Type1,20230901151308,20260514082738,,,50,130,,,,NA,NA04,NA040500
3082119,32,발트하우스,제주특별자치도 서귀포시 표선면 번영로 3361-26,,63627,,126.8279307185,33.3491324273,6,http://tong.visitkorea.or.kr/cms/resource/58/3082058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3082058_image3_1.jpg,Type3,20240116140937,20250806163835,39,3,50,130,B02,B0201,B02010700,AC,AC03,AC030100
3082301,12,감사공묘역,제주특별자치도 제주시 조천읍 함대로 362,,63335,,126.66113556108903,33.51296425339782,6,https://tong.visitkorea.or.kr/cms/resource/96/3082296_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/96/3082296_image3_1.jpg,Type3,20231201180445,20260331094812,,,50,110,,,,HS,HS01,HS011000
3083715,14,제주홀릭뮤지엄,제주특별자치도 제주시 애월읍 평화로 2835,,63062,,126.44162522614434,33.45646869202743,6,https://tong.visitkorea.or.kr/cms/resource/90/3302890_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/3302890_image3_1.jpg,Type3,20240118153038,20260414150136,,,50,110,,,,VE,VE07,VE070300
3084957,32,리치호텔,제주특별자치도 제주시 애월읍 고내로13길 100,,63046,,126.3489500598,33.4720973090,6,http://tong.visitkorea.or.kr/cms/resource/26/3084826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3084826_image3_1.jpg,Type3,20240122150538,20251124182037,39,4,50,110,B02,B0201,B02010100,AC,AC01,AC010100
3084988,32,아덴힐리조트&골프,제주특별자치도 제주시 한림읍 화전길 82,,63021,,126.3672651377,33.3481279810,6,http://tong.visitkorea.or.kr/cms/resource/35/3084635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3084635_image3_1.jpg,Type3,20240122142729,20251125145311,39,4,50,110,B02,B0201,B02010500,AC,AC02,AC020100
3089161,32,호텔컬리넌 제주,제주특별자치도 제주시 사장1길 26 (연동),,63133,,126.4928539116,33.4853925632,6,http://tong.visitkorea.or.kr/cms/resource/60/3089160_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3089160_image3_1.jpg,Type3,20240125170852,20251125145652,39,4,50,110,B02,B0201,B02010100,AC,AC01,AC010100
3089169,32,호텔스위트캐슬,제주특별자치도 제주시 조천읍 신북로 443,,63333,,126.65690366800033,33.5442077624247,6,https://tong.visitkorea.or.kr/cms/resource/62/3089162_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/3089162_image3_1.jpg,Type3,20240125162814,20260414144242,,,50,110,,,,AC,AC01,AC010100
3089186,32,글로스터호텔 제주,제주특별자치도 제주시 삼무로 57 (연동),,63125,,126.4926621543,33.4901448115,6,http://tong.visitkorea.or.kr/cms/resource/82/3089182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3089182_image3_1.jpg,Type3,20240125163531,20251124175404,39,4,50,110,B02,B0201,B02010100,AC,AC01,AC010100
3089195,32,어반아일랜드호텔,제주특별자치도 제주시 삼무로 76 (연동),,63124,,126.4947508744,33.4895893506,6,http://tong.visitkorea.or.kr/cms/resource/87/3089187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3089187_image3_1.jpg,Type3,20240125170558,20251124175924,39,4,50,110,B02,B0201,B02010100,AC,AC01,AC010100
3090896,32,더스테이센추리호텔,제주특별자치도 제주시 애월읍 일주서로 7113,,63053,,126.40892247238192,33.48486587221451,6,https://tong.visitkorea.or.kr/cms/resource/16/4057816_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/16/4057816_image3_1.jpg,Type3,20240129180616,20260414140515,,,50,110,,,,AC,AC01,AC010100
3097805,12,떠오르길·김녕 바닷길,제주특별자치도 제주시 구좌읍 김녕로1길 51-3,,63357,,126.74888021379536,33.55789195458667,6,https://tong.visitkorea.or.kr/cms/resource/47/4054647_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/47/4054647_image3_1.jpg,Type1,20240207164708,20260331230133,,,50,110,,,,NA,NA02,NA020900
3097814,12,세기알해변,제주특별자치도 제주시 구좌읍 김녕리,1200-5,63357,,126.7563000000,33.5577000000,6,https://tong.visitkorea.or.kr/cms/resource/71/3535971_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/3535971_image3_1.jpg,Type1,20240207165356,20260720134507,,,50,110,,,,NA,NA02,NA020900
3102129,32,연월한옥,제주특별자치도 제주시 한경면 녹차분재로 505,연월한옥,63005,,126.2698159646,33.3170326640,6,,,,20240217145829,20241127135551,,,50,110,B02,B0201,B02011600,AC,AC03,AC030200
3108284,15,우도 소라축제,제주특별자치도 제주시 우도면 우도해안길 86,앞 항구,63365,064-728-4329,126.950702770738,33.4940031561357,6,https://tong.visitkorea.or.kr/cms/resource/14/4057814_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/14/4057814_image3_1.jpg,Type3,20240307175700,20260416173246,,,50,110,,,,EV,EV01,EV010300
3110802,12,씬오브제주,제주특별자치도 제주시 애월읍 금성3길 21,,63034,,126.300416650902,33.44605117498354,6,https://tong.visitkorea.or.kr/cms/resource/46/3470746_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/3470746_image3_1.jpg,Type3,20240320142247,20260406094239,,,50,110,,,,EX,EX02,EX020400
3112168,14,아우아우,제주특별자치도 제주시 조천읍 와산3길 13-105,,63342,,126.69318766424067,33.48783967329499,6,,,,20240329153846,20260406094239,,,50,110,,,,VE,VE12,VE120300
3303346,12,하우스오브레퓨즈,제주특별자치도 제주시 애월읍 하소로 735,,63067,,126.39600577939106,33.41928303869619,6,https://tong.visitkorea.or.kr/cms/resource/33/3303333_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/33/3303333_image3_1.JPG,Type3,20240524152313,20260406105340,,,50,110,,,,EX,EX07,EX070200
3303893,39,목장카페 밭디,제주특별자치도 서귀포시 표선면 번영로 2486,,63624,,126.7722162922663,33.40790001470019,6,https://tong.visitkorea.or.kr/cms/resource/81/4066981_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/81/4066981_image3_1.jpg,Type1,20240528170901,20260522172820,,,50,130,,,,FD,FD05,FD050100
3305345,38,오렌즈 신제주점,제주특별자치도 제주시 신광로 63-1 (연동),,63123,,126.490156401301,33.4863409310908,6,https://tong.visitkorea.or.kr/cms/resource/73/4020373_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/4020373_image3_1.jpg,Type3,20240202162836,20260319094959,,,50,110,,,,SH,SH04,SH040300
3305425,38,CU 제주신화빌라스점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,,63522,,126.317525210778,33.3013855011924,6,https://tong.visitkorea.or.kr/cms/resource/09/4044509_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4044509_image3_1.jpg,Type3,20240411160609,20260327092150,,,50,130,,,,SH,SH04,SH040300
3305511,38,CU 제주열린점,제주특별자치도 제주시 삼무로 11 (연동),,63125,,126.4879823138,33.4902110670701,6,https://tong.visitkorea.or.kr/cms/resource/34/4020334_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/34/4020334_image3_1.jpg,Type3,20240411160415,20260317101259,,,50,110,,,,SH,SH04,SH040300
